input_url,final_url,status_code,category,note
https://www.linkedin.com/company/teamsystem-capital-at-work-sgr-s-p-a/,https://www.linkedin.com/company/teamsystem-capital-at-work-sgr-s-p-a/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/equity-partners-investment-club/,https://www.linkedin.com/company/equity-partners-investment-club/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/three-hills/,https://nl.linkedin.com/company/winkeltheater,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/tikehau-investment-management,https://www.linkedin.com/company/tikehau-investment-management,429,BLOCKED_BUT_COMPANY_URL,"Blocked by LinkedIn, but URL format is /company/"
https://www.linkedin.com/company/toseed-partners/,https://www.linkedin.com/company/toseed-partners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/trentino-sviluppo-spa/,https://www.linkedin.com/company/trentino-sviluppo-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/trilantic-europe/,https://www.linkedin.com/company/trilantic-europe/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/triton-partners/,https://www.linkedin.com/company/triton-partners/,429,BLOCKED_BUT_COMPANY_URL,"Blocked by LinkedIn, but URL format is /company/"
https://www.linkedin.com/company/unigrains/,https://www.linkedin.com/company/unigrains/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/vertis-sgr/,https://www.linkedin.com/company/vertis-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/weltix/,https://www.linkedin.com/company/weltix/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/wise-equity/,https://ca.linkedin.com/company/wiseequity,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/wrm-group/,https://uk.linkedin.com/company/wrmgroup,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/xgen-venture-sgr-s-p-a/,https://it.linkedin.com/company/xgenventure,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/yarpa-investimenti-sgr-spa/,https://www.linkedin.com/company/yarpa-investimenti-sgr-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/zenit-sgr-spa/,https://www.linkedin.com/company/zenit-sgr-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/zest-vc/,https://www.linkedin.com/company/zest-vc/,200,ACTIVE,Company page reachable (may still require cookies for full content)
